,sample,eventcode,eventname,alpha
3898,2333831,12,s1/t7,30.184305453431055
3899,2334257,22,s2/t8,22.121909124635774
3900,2334285,13,s1/t8,22.121909124635774
3901,2334711,23,s2/t9,
3902,2334764,14,s1/t9,
3903,2334775,49,,
3904,2337164,48,,
3905,2337213,5,,
3906,2337332,4,,
3907,2340709,15,s2/t1,52.94484587305337
3908,2340781,6,s1/t1,52.94484587305337
3909,2341191,16,s2/t2,65.4778061665301
3910,2341271,7,s1/t2,65.4778061665301
3911,2341646,17,s2/t3,50.45735135661397
3912,2341707,8,s1/t3,50.45735135661397
3913,2342117,18,s2/t4,21.55160070945149
3914,2342144,9,s1/t4,21.55160070945149
3915,2342581,19,s2/t5,8.439407795415235
3916,2342591,10,s1/t5,8.439407795415235
3917,2343052,11,s1/t6,9.61156175262542
3918,2343065,20,s2/t6,9.61156175262542
3919,2343513,21,s2/t7,8.3014959352478
3920,2343524,12,s1/t7,8.3014959352478
3921,2343993,13,s1/t8,8.481028049941955
3922,2344003,22,s2/t8,8.481028049941955
3923,2344450,14,s1/t9,
3924,2344469,23,s2/t9,
3925,2344479,49,,
3926,2347113,48,,
3927,2347161,4,,
3928,2347247,5,,
3929,2350780,15,s2/t1,127.770352907985
3930,2351101,6,s1/t1,127.770352907985
3931,2351278,16,s2/t2,178.06121057380344
3932,2351551,7,s1/t2,178.06121057380344
3933,2351819,17,s2/t3,179.16866651573469
3934,2352133,8,s1/t3,179.16866651573469
3935,2352444,18,s2/t4,101.38862565230028
3936,2352944,9,s1/t4,101.38862565230028
3937,2353140,19,s2/t5,25.056148100877575
3938,2353580,10,s1/t5,25.056148100877575
3939,2353613,20,s2/t6,7.608787035496165
3940,2354120,21,s2/t7,30.082939083676987
3941,2354131,11,s1/t6,7.608787035496165
3942,2354597,12,s1/t7,30.082939083676987
3943,2354640,22,s2/t8,31.05795969631339
3944,2355056,13,s1/t8,31.05795969631339
3945,2355095,23,s2/t9,
3946,2355547,14,s1/t9,
3947,2355558,49,,
3948,2357996,48,,
3949,2358031,4,,
3950,2358168,5,,
3951,2361302,15,s2/t1,97.44092791378228
3952,2361433,6,s1/t1,97.44092791378228
3953,2361917,7,s1/t2,25.377739916161204
3954,2361952,16,s2/t2,25.377739916161204
3955,2362409,8,s1/t3,30.616170460122614
3956,2362449,17,s2/t3,30.616170460122614
3957,2362881,9,s1/t4,39.949590810491706
3958,2362934,18,s2/t4,39.949590810491706
3959,2363357,10,s1/t5,32.04780635400971
3960,2363400,19,s2/t5,32.04780635400971
3961,2363841,11,s1/t6,8.546371673960465
3962,2363852,20,s2/t6,8.546371673960465
3963,2364277,21,s2/t7,16.47679580062649
3964,2364299,12,s1/t7,16.47679580062649
3965,2364751,22,s2/t8,26.611472501478428
3966,2364783,13,s1/t8,26.611472501478428
3967,2365170,23,s2/t9,
3968,2365224,14,s1/t9,
3969,2365234,49,,
3970,2367881,48,,
3971,2367929,4,,
3972,2368048,5,,
3973,2371312,6,s1/t1,179.6071982910974
3974,2371614,15,s2/t1,179.6071982910974
3975,2372129,7,s1/t2,67.14835242699125
3976,2372218,16,s2/t2,67.14835242699125
3977,2372618,8,s1/t3,63.903116358562606
3978,2372695,17,s2/t3,63.903116358562606
3979,2373067,9,s1/t4,49.44720257951411
3980,2373129,18,s2/t4,49.44720257951411
3981,2373495,10,s1/t5,67.31318895667678
3982,2373585,19,s2/t5,67.31318895667678
3983,2374031,11,s1/t6,23.47851749015152
3984,2374063,20,s2/t6,23.47851749015152
3985,2374536,12,s1/t7,8.08691707117461
3986,2374547,21,s2/t7,8.08691707117461
3987,2375011,13,s1/t8,23.275194915564214
3988,2375041,22,s2/t8,23.275194915564214
3989,2375478,14,s1/t9,
3990,2375502,23,s2/t9,
3991,2375513,49,,
3992,2378154,48,,
3993,2378202,4,,
3994,2378270,5,,
3995,2381909,15,s2/t1,157.3336445479775
3996,2382176,6,s1/t1,157.3336445479775
3997,2382452,16,s2/t2,139.65884262379078
3998,2382651,7,s1/t2,139.65884262379078
3999,2383129,17,s2/t3,26.68706482913507
4000,2383166,8,s1/t3,26.68706482913507
4001,2383634,18,s2/t4,22.012985056337556
4002,2383664,9,s1/t4,22.012985056337556
4003,2384121,19,s2/t5,21.080430168484444
4004,2384150,10,s1/t5,21.080430168484444
4005,2384603,20,s2/t6,40.2991486370382
4006,2384653,11,s1/t6,40.2991486370382
4007,2385103,12,s1/t7,9.269434716964668
4008,2385116,21,s2/t7,9.269434716964668
4009,2385575,22,s2/t8,17.389047040050198
4010,2385598,13,s1/t8,17.389047040050198
4011,2386047,23,s2/t9,
4012,2386071,14,s1/t9,
4013,2386082,49,,
4014,2388716,48,,
4015,2388764,4,,
4016,2388849,5,,
4017,2392106,15,s2/t1,100.57394112809266
4018,2392297,6,s1/t1,100.57394112809266
4019,2392790,16,s2/t2,13.297986423334464
4020,2392810,7,s1/t2,13.297986423334464
4021,2393260,8,s1/t3,40.04405821000825
4022,2393316,17,s2/t3,40.04405821000825
4023,2393708,9,s1/t4,79.88798030356526
4024,2393823,18,s2/t4,79.88798030356526
4025,2394305,10,s1/t5,27.99061833507343
4026,2394340,19,s2/t5,27.99061833507343
4027,2394526,11,s1/t6,165.85731571741803
4028,2394789,12,s1/t7,23.17043497115043
4029,2394800,20,s2/t6,165.85731571741803
4030,2395306,21,s2/t7,23.17043497115043
4031,2395317,13,s1/t8,13.315199510803664
4032,2395793,22,s2/t8,13.315199510803664
4033,2395803,14,s1/t9,
4034,2396286,23,s2/t9,
4035,2396297,49,,
4036,2399195,48,,
4037,2399242,4,,
4038,2399328,5,,
4039,2402673,6,s1/t1,111.38685328198332
4040,2402842,15,s2/t1,111.38685328198332
4041,2403219,7,s1/t2,105.33907312925172
4042,2403364,16,s2/t2,105.33907312925172
4043,2403715,8,s1/t3,68.16003344760323
4044,2403806,17,s2/t3,68.16003344760323
4045,2404198,9,s1/t4,86.0904254045484
4046,2404308,18,s2/t4,86.0904254045484
4047,2404657,10,s1/t5,118.22928080404085
4048,2404828,19,s2/t5,118.22928080404085
4049,2405176,11,s1/t6,86.4155901204804
4050,2405293,20,s2/t6,86.4155901204804
4051,2405663,12,s1/t7,95.20652588442623
4052,2405802,21,s2/t7,95.20652588442623
4053,2406189,13,s1/t8,68.91009345071163
4054,2406282,22,s2/t8,68.91009345071163
4055,2406674,14,s1/t9,
4056,2406715,23,s2/t9,
4057,2406726,49,,
4058,2409368,48,,
4059,2409413,4,,
4060,2409550,5,,
4061,2412956,6,s1/t1,148.6733983008948
4062,2413225,15,s2/t1,148.6733983008948
4063,2413684,16,s2/t2,30.196598331813732
4064,2413726,7,s1/t2,30.196598331813732
4065,2414178,8,s1/t3,8.060022173308454
4066,2414189,17,s2/t3,8.060022173308454
4067,2414638,9,s1/t4,36.87290668057205
4068,2414686,18,s2/t4,36.87290668057205
4069,2415089,10,s1/t5,44.43100248859912
4070,2415148,19,s2/t5,44.43100248859912
4071,2415562,11,s1/t6,46.50890493485957
4072,2415623,20,s2/t6,46.50890493485957
4073,2416042,12,s1/t7,48.57097409777279
4074,2416101,21,s2/t7,48.57097409777279
4075,2416520,13,s1/t8,14.84539903831242
4076,2416542,22,s2/t8,14.84539903831242
4077,2416981,14,s1/t9,
4078,2417062,23,s2/t9,
4079,2417073,49,,
4080,2419459,48,,
4081,2419498,5,,
4082,2419618,4,,
4083,2422751,6,s1/t1,124.87673415744372
4084,2423003,15,s2/t1,124.87673415744372
4085,2423445,16,s2/t2,28.02028275439852
4086,2423479,7,s1/t2,28.02028275439852
4087,2423883,17,s2/t3,27.096832292902604
4088,2423915,8,s1/t3,27.096832292902604
4089,2424338,9,s1/t4,40.38435067464178
4090,2424389,18,s2/t4,40.38435067464178
4091,2424795,10,s1/t5,45.38351823617444
4092,2424848,19,s2/t5,45.38351823617444
4093,2425212,11,s1/t6,88.06323052672278
4094,2425357,20,s2/t6,88.06323052672278
4095,2425803,12,s1/t7,13.802487599719882
4096,2425822,21,s2/t7,13.802487599719882
4097,2426235,22,s2/t8,38.555907989710825
4098,2426285,13,s1/t8,38.555907989710825
4099,2426721,23,s2/t9,
4100,2426754,14,s1/t9,
4101,2426764,49,,
4102,2429399,48,,
4103,2429447,5,,
4104,2429515,4,,
4105,2433109,15,s2/t1,149.86203455205134
4106,2433426,6,s1/t1,149.86203455205134
4107,2433652,16,s2/t2,171.7587974383858
4108,2433906,7,s1/t2,171.7587974383858
4109,2434183,17,s2/t3,126.66566841716845
4110,2434538,8,s1/t3,126.66566841716845
4111,2434731,18,s2/t4,56.48194854795639
4112,2435168,9,s1/t4,56.48194854795639
4113,2435249,19,s2/t5,42.88368351535593
4114,2435675,10,s1/t5,42.88368351535593
4115,2435732,20,s2/t6,58.40965774059777
4116,2436135,11,s1/t6,58.40965774059777
4117,2436213,21,s2/t7,87.00875739876614
4118,2436591,12,s1/t7,87.00875739876614
4119,2436713,22,s2/t8,16.968820498986872
4120,2437123,13,s1/t8,16.968820498986872
4121,2437144,23,s2/t9,
4122,2437640,14,s1/t9,
4123,2437650,49,,
4124,2440286,48,,
4125,2440334,4,,
4126,2440403,5,,
4127,2443731,6,s1/t1,57.913103350291216
4128,2443810,15,s2/t1,57.913103350291216
4129,2444222,7,s1/t2,49.759762706939604
4130,2444284,16,s2/t2,49.759762706939604
4131,2444667,8,s1/t3,61.4588777920674
4132,2444745,17,s2/t3,61.4588777920674
4133,2445124,9,s1/t4,68.09958325024702
4134,2445207,18,s2/t4,68.09958325024702
4135,2445561,10,s1/t5,98.11728359049349
4136,2445693,19,s2/t5,98.11728359049349
4137,2446043,11,s1/t6,65.25366066012636
4138,2446129,20,s2/t6,65.25366066012636
4139,2446520,12,s1/t7,45.4826955851189
4140,2446577,21,s2/t7,45.4826955851189
4141,2446973,13,s1/t8,17.660427786218918
4142,2446996,22,s2/t8,17.660427786218918
4143,2447434,14,s1/t9,
4144,2447455,23,s2/t9,
4145,2447465,49,,
4146,2450098,48,,
4147,2450146,5,,
4148,2450266,4,,
4149,2453368,15,s2/t1,169.03211507677486
4150,2453614,6,s1/t1,169.03211507677486
4151,2453892,16,s2/t2,92.13364659622513
4152,2454044,7,s1/t2,92.13364659622513
4153,2454486,17,s2/t3,7.8482174261060615
4154,2454497,8,s1/t3,7.8482174261060615
4155,2454947,9,s1/t4,30.759115451570892
4156,2454992,18,s2/t4,30.759115451570892
4157,2455423,10,s1/t5,67.30928293197577
4158,2455510,19,s2/t5,67.30928293197577
4159,2455952,11,s1/t6,16.798706531627463
4160,2455974,20,s2/t6,16.798706531627463
4161,2456442,12,s1/t7,7.934543834178727
4162,2456453,21,s2/t7,7.934543834178727
4163,2456947,13,s1/t8,10.65513672043474
4164,2456961,22,s2/t8,10.65513672043474
4165,2457413,23,s2/t9,
4166,2457426,14,s1/t9,
4167,2457436,49,,
4168,2459825,48,,
4169,2459873,5,,
4170,2459959,4,,
4171,2463221,6,s1/t1,152.21182861625005
4172,2463582,15,s2/t1,152.21182861625005
4173,2464076,7,s1/t2,14.811942897642949
4174,2464096,16,s2/t2,14.811942897642949
4175,2464558,17,s2/t3,8.593244836636103
4176,2464568,8,s1/t3,8.593244836636103
4177,2465030,9,s1/t4,28.30364348971651
4178,2465100,18,s2/t4,28.30364348971651
4179,2465923,10,s1/t5,101.63440746156687
4180,2466105,19,s2/t5,101.63440746156687
4181,2466556,20,s2/t6,8.322552252700008
4182,2466567,11,s1/t6,8.322552252700008
4183,2467020,21,s2/t7,11.543028891733966
4184,2467035,12,s1/t7,11.543028891733966
4185,2467478,22,s2/t8,19.2441635807873
4186,2467502,13,s1/t8,19.2441635807873
4187,2467929,23,s2/t9,
4188,2467946,14,s1/t9,
4189,2467957,49,,
4190,2470849,48,,
4191,2470897,5,,
4192,2471033,4,,
4193,2474247,15,s2/t1,92.52645861985548
4194,2474425,6,s1/t1,92.52645861985548
4195,2474894,7,s1/t2,33.17842058996271
4196,2474938,16,s2/t2,33.17842058996271
4197,2475387,8,s1/t3,18.391163933169626
4198,2475409,17,s2/t3,18.391163933169626
4199,2475849,18,s2/t4,12.030605531911533
4200,2475863,9,s1/t4,12.030605531911533
4201,2476279,19,s2/t5,45.15730702559815
4202,2476339,10,s1/t5,45.15730702559815
4203,2476754,20,s2/t6,52.28882281088118
4204,2476817,11,s1/t6,52.28882281088118
4205,2477192,21,s2/t7,70.68216442535633
4206,2477287,12,s1/t7,70.68216442535633
4207,2477678,22,s2/t8,38.67224229416658
4208,2477726,13,s1/t8,38.67224229416658
4209,2478125,23,s2/t9,
4210,2478182,14,s1/t9,
4211,2478193,49,,
4212,2480575,48,,
4213,2480624,4,,
4214,2480743,5,,
4215,2483859,15,s2/t1,171.13436767422402
4216,2484091,6,s1/t1,171.13436767422402
4217,2484534,7,s1/t2,47.88317645811532
4218,2484603,16,s2/t2,47.88317645811532
4219,2485052,8,s1/t3,21.775201370448684
4220,2485079,17,s2/t3,21.775201370448684
4221,2485500,9,s1/t4,56.063245933165824
4222,2485574,18,s2/t4,56.063245933165824
4223,2485975,10,s1/t5,26.549772484691914
4224,2486011,19,s2/t5,26.549772484691914
4225,2486447,20,s2/t6,10.94277546296587
4226,2486462,11,s1/t6,10.94277546296587
4227,2486897,21,s2/t7,24.73829094191143
4228,2486929,12,s1/t7,24.73829094191143
4229,2487394,13,s1/t8,14.062990430879465
4230,2487412,22,s2/t8,14.062990430879465
4231,2487848,14,s1/t9,
4232,2487863,23,s2/t9,
4233,2487873,49,,
4234,2490251,48,,
4235,2490300,5,,
4236,2490419,4,,
4237,2493793,6,s1/t1,172.80700920850668
4238,2494056,15,s2/t1,172.80700920850668
4239,2494548,7,s1/t2,8.019244379225825
4240,2494559,16,s2/t2,8.019244379225825
4241,2495036,8,s1/t3,8.810091208022868
4242,2495048,17,s2/t3,8.810091208022868
4243,2495511,18,s2/t4,7.455815577420196
4244,2495522,9,s1/t4,7.455815577420196
4245,2496015,10,s1/t5,18.756165184855828
4246,2496041,19,s2/t5,18.756165184855828
4247,2496514,11,s1/t6,16.31429048615169
4248,2496537,20,s2/t6,16.31429048615169
4249,2497012,12,s1/t7,17.50666700198613
4250,2497035,21,s2/t7,17.50666700198613
4251,2497521,22,s2/t8,8.746184672301467
4252,2497532,13,s1/t8,8.746184672301467
4253,2497976,23,s2/t9,
4254,2498037,14,s1/t9,
4255,2498048,49,,
4256,2500951,48,,
4257,2500999,4,,
4258,2501067,5,,
4259,2504380,15,s2/t1,96.84916416637354
4260,2504511,6,s1/t1,96.84916416637354
4261,2504997,7,s1/t2,15.150811061331352
4262,2505017,16,s2/t2,15.150811061331352
4263,2505471,8,s1/t3,46.59918655311756
4264,2505536,17,s2/t3,46.59918655311756
4265,2505972,9,s1/t4,30.754846090886613
4266,2506014,18,s2/t4,30.754846090886613
4267,2506467,10,s1/t5,41.160764279334934
4268,2506521,19,s2/t5,41.160764279334934
4269,2506941,11,s1/t6,48.81632274715128
4270,2507007,20,s2/t6,48.81632274715128
4271,2507426,12,s1/t7,33.85194599025817
4272,2507933,13,s1/t8,7.378756102663715
4273,2507980,21,s2/t7,33.85194599025817
4274,2508461,14,s1/t9,
4275,2508472,22,s2/t8,7.378756102663715
4276,2509110,23,s2/t9,
4277,2509121,49,,
4278,2511771,48,,
4279,2511818,5,,
4280,2511938,4,,
4281,2515112,15,s2/t1,171.59804980496875
4282,2515431,6,s1/t1,171.59804980496875
4283,2515722,16,s2/t2,81.68437043357005
4284,2515880,7,s1/t2,81.68437043357005
4285,2516354,8,s1/t3,49.368489384691934
4286,2516418,17,s2/t3,49.368489384691934
4287,2516867,9,s1/t4,9.84698990864527
4288,2516882,18,s2/t4,9.84698990864527
4289,2517350,10,s1/t5,49.01888023147151
4290,2517414,19,s2/t5,49.01888023147151
4291,2517820,11,s1/t6,44.423743153581746
4292,2517881,20,s2/t6,44.423743153581746
4293,2518313,12,s1/t7,46.209086804465535
4294,2518375,21,s2/t7,46.209086804465535
4295,2518772,13,s1/t8,71.11128236470559
4296,2518853,22,s2/t8,71.11128236470559
4297,2519240,14,s1/t9,
4298,2519265,23,s2/t9,
4299,2519275,49,,
4300,2521905,48,,
4301,2521953,4,,
4302,2522022,5,,
4303,2525107,6,s1/t1,143.32859916899542
4304,2525410,15,s2/t1,143.32859916899542
4305,2525869,7,s1/t2,14.878768960804507
4306,2525889,16,s2/t2,14.878768960804507
4307,2526361,8,s1/t3,8.323051750774653
4308,2526372,17,s2/t3,8.323051750774653
4309,2526837,9,s1/t4,15.838224167632687
4310,2526857,18,s2/t4,15.838224167632687
4311,2527294,10,s1/t5,26.46615978862059
4312,2527332,19,s2/t5,26.46615978862059
4313,2527805,20,s2/t6,8.343151812843303
4314,2527816,11,s1/t6,8.343151812843303
4315,2528259,21,s2/t7,29.96259112904295
4316,2528299,12,s1/t7,29.96259112904295
4317,2528722,22,s2/t8,46.80496589036529
4318,2528781,13,s1/t8,46.80496589036529
4319,2529199,23,s2/t9,
4320,2529235,14,s1/t9,
4321,2529246,49,,
4322,2531632,48,,
4323,2531680,4,,
4324,2531817,5,,
4325,2535533,15,s2/t1,10.353853114675731
4326,2535547,6,s1/t1,10.353853114675731
4327,2536019,16,s2/t2,41.198531354176566
4328,2536071,7,s1/t2,41.198531354176566
4329,2536476,17,s2/t3,25.018073656185635
4330,2536508,8,s1/t3,25.018073656185635
4331,2536946,18,s2/t4,34.04048582995952
4332,2536992,9,s1/t4,34.04048582995952
4333,2537434,19,s2/t5,13.726928240072056
4334,2537451,10,s1/t5,13.726928240072056
4335,2537865,20,s2/t6,42.317046864770994
4336,2537918,11,s1/t6,42.317046864770994
4337,2538319,21,s2/t7,44.34544194055775
4338,2538379,12,s1/t7,44.34544194055775
4339,2538810,22,s2/t8,31.866346219337768
4340,2538850,13,s1/t8,31.866346219337768
4341,2539262,23,s2/t9,
4342,2539300,14,s1/t9,
4343,2539310,49,,
4344,2542197,48,,
4345,2542244,4,,
4346,2542364,5,,
4347,2545863,6,s1/t1,124.94812561673149
4348,2546127,15,s2/t1,124.94812561673149
4349,2546607,16,s2/t2,13.13254154529443
4350,2546624,7,s1/t2,13.13254154529443
4351,2547089,17,s2/t3,8.372824235744446
4352,2547100,8,s1/t3,8.372824235744446
4353,2547543,18,s2/t4,34.617261098705804
4354,2547587,9,s1/t4,34.617261098705804
4355,2548045,10,s1/t5,14.598980943574873
4356,2548065,19,s2/t5,14.598980943574873
4357,2548522,20,s2/t6,8.279665016802795
4358,2548533,11,s1/t6,8.279665016802795
4359,2549023,12,s1/t7,23.408140428777987
4360,2549055,21,s2/t7,23.408140428777987
4361,2549517,13,s1/t8,23.720605144633822
4362,2549549,22,s2/t8,23.720605144633822
4363,2550003,14,s1/t9,
4364,2550014,23,s2/t9,
4365,2550024,49,,
4366,2552913,48,,
4367,2552961,5,,
4368,2553080,4,,
4369,2556654,6,s1/t1,61.16677458589629
4370,2556730,15,s2/t1,61.16677458589629
4371,2557176,16,s2/t2,9.745116776502444
4372,2557189,7,s1/t2,9.745116776502444
4373,2557658,8,s1/t3,8.814252449478488
4374,2557669,17,s2/t3,8.814252449478488
4375,2558123,18,s2/t4,27.99899389327922
4376,2558158,9,s1/t4,27.99899389327922
4377,2558572,19,s2/t5,34.06828198924535
4378,2558613,10,s1/t5,34.06828198924535
4379,2559005,20,s2/t6,63.101988330413974
4380,2559085,11,s1/t6,63.101988330413974
4381,2559461,21,s2/t7,49.10317918630923
4382,2559522,12,s1/t7,49.10317918630923
4383,2559906,22,s2/t8,27.15534409770356
4384,2559943,13,s1/t8,27.15534409770356
4385,2560383,14,s1/t9,
4386,2560394,23,s2/t9,
4387,2560404,49,,
4388,2563049,48,,
4389,2563097,5,,
4390,2563166,4,,
4391,2566666,6,s1/t1,153.0331460876171
4392,2567064,15,s2/t1,153.0331460876171
4393,2567565,16,s2/t2,27.6849053486138
4394,2567602,7,s1/t2,27.6849053486138
4395,2568066,17,s2/t3,15.105148560096126
4396,2568086,8,s1/t3,15.105148560096126
4397,2568536,18,s2/t4,14.013066066997508
4398,2568553,9,s1/t4,14.013066066997508
4399,2568996,19,s2/t5,8.48672217174095
4400,2569007,10,s1/t5,8.48672217174095
4401,2569468,20,s2/t6,8.310014597181492
4402,2569479,11,s1/t6,8.310014597181492
4403,2569927,21,s2/t7,25.772745350334105
4404,2569961,12,s1/t7,25.772745350334105
4405,2570420,22,s2/t8,4.571149150958007
4406,2570431,13,s1/t8,4.571149150958007
4407,2571286,14,s1/t9,
4408,2571696,23,s2/t9,
4409,2571706,49,,
4410,2574602,48,,
4411,2574650,4,,
4412,2574736,5,,
4413,2578333,6,s1/t1,102.2062715000502
4414,2578667,15,s2/t1,102.2062715000502
4415,2579131,16,s2/t2,8.33300040413667
4416,2579142,7,s1/t2,8.33300040413667
4417,2579606,17,s2/t3,19.147807314440428
4418,2579632,8,s1/t3,19.147807314440428
4419,2580088,18,s2/t4,8.099463034652588
4420,2580099,9,s1/t4,8.099463034652588
4421,2580559,10,s1/t5,8.504897501938899
4422,2580569,19,s2/t5,8.504897501938899
4423,2581017,11,s1/t6,8.203037825250929
4424,2581028,20,s2/t6,8.203037825250929
4425,2581500,12,s1/t7,8.329532453292613
4426,2581511,21,s2/t7,8.329532453292613
4427,2581987,22,s2/t8,26.239916227517227
4428,2582022,13,s1/t8,26.239916227517227
4429,2582461,23,s2/t9,
4430,2582472,14,s1/t9,
4431,2582483,49,,
4432,2584858,42,,
4433,2593030,31,,
4434,2593114,3,,
4435,2594150,48,,
4436,2594189,4,,
4437,2594326,5,,
4438,2597453,6,s1/t1,167.190966195497
4439,2597952,15,s2/t1,167.190966195497
4440,2598447,16,s2/t2,54.0644581099916
4441,2598526,7,s1/t2,54.0644581099916
4442,2598976,17,s2/t3,60.14322798092339
4443,2599056,8,s1/t3,60.14322798092339
4444,2599479,18,s2/t4,37.21479789421318
4445,2599533,9,s1/t4,37.21479789421318
4446,2600009,19,s2/t5,35.161872615496065
4447,2600057,10,s1/t5,35.161872615496065
4448,2600497,20,s2/t6,38.674712175619156
4449,2600548,11,s1/t6,38.674712175619156
4450,2600951,21,s2/t7,56.13431502772252
4451,2601022,12,s1/t7,56.13431502772252
4452,2601446,22,s2/t8,27.504706434323513
4453,2601481,13,s1/t8,27.504706434323513
4454,2601939,14,s1/t9,
4455,2601954,23,s2/t9,
4456,2601965,49,,
4457,2604602,48,,
4458,2604650,4,,
4459,2604769,5,,
4460,2607946,6,s1/t1,133.01173862859588
4461,2608301,15,s2/t1,133.01173862859588
4462,2608797,7,s1/t2,52.413287768618424
4463,2608865,16,s2/t2,52.413287768618424
4464,2609277,8,s1/t3,44.3852317865589
4465,2609335,17,s2/t3,44.3852317865589
4466,2609736,9,s1/t4,50.93637171496221
4467,2609802,18,s2/t4,50.93637171496221
4468,2610241,10,s1/t5,27.49453456169101
4469,2610274,19,s2/t5,27.49453456169101
4470,2610706,20,s2/t6,12.567693888087973
4471,2610721,11,s1/t6,12.567693888087973
4472,2611149,21,s2/t7,35.04061210224367
4473,2611200,12,s1/t7,35.04061210224367
4474,2611637,13,s1/t8,23.87134667313211
4475,2611672,22,s2/t8,23.87134667313211
4476,2612129,14,s1/t9,
4477,2612197,23,s2/t9,
4478,2612207,49,,
4479,2614840,48,,
4480,2614889,5,,
4481,2614974,4,,
4482,2618314,15,s2/t1,152.45000520887555
4483,2618584,6,s1/t1,152.45000520887555
4484,2618839,16,s2/t2,163.09022461923553
4485,2619053,7,s1/t2,163.09022461923553
4486,2619502,17,s2/t3,16.600690976733347
4487,2619525,8,s1/t3,16.600690976733347
4488,2620001,18,s2/t4,8.406529538061562
4489,2620012,9,s1/t4,8.406529538061562
