,sample,eventcode,eventname,alpha
4915,2816109,13,s1/t8,82.20787019078499
4916,2816458,23,s2/t9,
4917,2816592,14,s1/t9,
4918,2816602,49,,
4919,2819496,48,,
4920,2819545,5,,
4921,2819682,4,,
4922,2822840,15,s2/t1,15.197934568995777
4923,2822860,6,s1/t1,15.197934568995777
4924,2823324,16,s2/t2,8.894034361335342
4925,2823336,7,s1/t2,8.894034361335342
4926,2823770,17,s2/t3,13.554757999332507
4927,2823787,8,s1/t3,13.554757999332507
4928,2824236,18,s2/t4,10.836194884479482
4929,2824246,16,,
4930,2824250,9,s1/t4,10.836194884479482
4931,2824672,19,s2/t5,55.478000896904824
4932,2824740,10,s1/t5,55.478000896904824
4933,2825115,20,s2/t6,53.97435122931631
4934,2825181,11,s1/t6,53.97435122931631
4935,2825548,21,s2/t7,62.19918252257546
4936,2825621,12,s1/t7,62.19918252257546
4937,2825968,22,s2/t8,66.65614977493156
4938,2826042,13,s1/t8,66.65614977493156
4939,2826440,14,s1/t9,
4940,2826451,23,s2/t9,
4941,2826462,49,,
4942,2829361,48,,
4943,2829409,5,,
4944,2829528,4,,
4945,2832960,6,s1/t1,60.82528917587757
4946,2833038,15,s2/t1,60.82528917587757
4947,2833498,16,s2/t2,17.505113498439187
4948,2833520,7,s1/t2,17.505113498439187
4949,2833923,8,s1/t3,18.205154064927736
4950,2833947,17,s2/t3,18.205154064927736
4951,2834381,9,s1/t4,33.72502985576997
4952,2834419,18,s2/t4,33.72502985576997
4953,2834794,10,s1/t5,13.897601987621725
4954,2834826,19,s2/t5,13.897601987621725
4955,2835635,11,s1/t6,23.52934346369389
4956,2835663,20,s2/t6,23.52934346369389
4957,2836072,12,s1/t7,8.936845298582798
4958,2836083,21,s2/t7,8.936845298582798
4959,2836525,22,s2/t8,8.88926787672068
4960,2836536,13,s1/t8,8.88926787672068
4961,2836953,14,s1/t9,
4962,2836965,23,s2/t9,
4963,2836975,49,,
4964,2839872,48,,
4965,2839920,5,,
4966,2840040,4,,
4967,2843444,6,s1/t1,163.44022376079656
4968,2843849,15,s2/t1,163.44022376079656
4969,2844336,7,s1/t2,7.8714818041796955
4970,2844347,16,s2/t2,7.8714818041796955
4971,2844813,17,s2/t3,21.91477134438964
4972,2844838,8,s1/t3,21.91477134438964
4973,2845246,9,s1/t4,44.674113945559675
4974,2845302,18,s2/t4,44.674113945559675
4975,2845692,10,s1/t5,71.24376936945535
4976,2845741,19,s2/t5,71.24376936945535
4977,2845940,11,s1/t6,55.114024572261656
4978,2846147,12,s1/t7,8.621590104898587
4979,2846178,20,s2/t6,55.114024572261656
4980,2846621,13,s1/t8,12.003571883641767
4981,2846632,21,s2/t7,8.621590104898587
4982,2847095,14,s1/t9,
4983,2847111,22,s2/t8,12.003571883641767
4984,2847564,23,s2/t9,
4985,2847574,49,,
4986,2849957,43,,
4987,2942992,32,,
4988,2943076,3,,
4989,2944112,48,,
4990,2944151,4,,
4991,2944220,5,,
4992,2947507,15,s2/t1,119.09194440759302
4993,2947756,6,s1/t1,119.09194440759302
4994,2948200,7,s1/t2,40.89006292694315
4995,2948260,16,s2/t2,40.89006292694315
4996,2948722,8,s1/t3,40.47629600029058
4997,2948782,17,s2/t3,40.47629600029058
4998,2949195,9,s1/t4,92.18646624977795
4999,2949320,18,s2/t4,92.18646624977795
5000,2949724,10,s1/t5,59.783844716065424
5001,2949807,19,s2/t5,59.783844716065424
5002,2950228,11,s1/t6,59.52795090225482
5003,2950306,20,s2/t6,59.52795090225482
5004,2950721,12,s1/t7,19.204001652945923
5005,2950777,21,s2/t7,19.204001652945923
5006,2951194,13,s1/t8,120.00098726175081
5007,2951719,14,s1/t9,
5008,2951826,22,s2/t8,120.00098726175081
5009,2952302,23,s2/t9,
5010,2952313,49,,
5011,2955212,48,,
5012,2955260,5,,
5013,2955346,4,,
5014,2959061,6,s1/t1,37.66856667641952
5015,2959116,15,s2/t1,37.66856667641952
5016,2959580,7,s1/t2,8.167371074284745
5017,2959591,16,s2/t2,8.167371074284745
5018,2960065,8,s1/t3,26.438475631534715
5019,2960100,17,s2/t3,26.438475631534715
5020,2960540,9,s1/t4,36.63601737037058
5021,2960587,18,s2/t4,36.63601737037058
5022,2960996,10,s1/t5,11.770053631912901
5023,2961533,11,s1/t6,11.030422077199548
5024,2961550,19,s2/t5,11.770053631912901
5025,2962022,20,s2/t6,11.030422077199548
5026,2962038,12,s1/t7,8.140647282137762
5027,2962529,21,s2/t7,8.140647282137762
5028,2962540,13,s1/t8,7.778767544363973
5029,2963035,22,s2/t8,7.778767544363973
5030,2963046,14,s1/t9,
5031,2963509,23,s2/t9,
5032,2963520,49,,
5033,2965894,48,,
5034,2965943,4,,
5035,2966062,5,,
5036,2969770,6,s1/t1,66.83164212166281
5037,2969948,15,s2/t1,66.83164212166281
5038,2970809,7,s1/t2,73.02271031950896
5039,2970901,16,s2/t2,73.02271031950896
5040,2971352,17,s2/t3,7.517449101562817
5041,2971363,8,s1/t3,7.517449101562817
5042,2971826,9,s1/t4,40.27790230952888
5043,2971878,18,s2/t4,40.27790230952888
5044,2972286,10,s1/t5,44.10742301527553
5045,2972342,19,s2/t5,44.10742301527553
5046,2972748,11,s1/t6,35.85638362611064
5047,2972802,20,s2/t6,35.85638362611064
5048,2973190,12,s1/t7,120.86199950720406
5049,2973344,21,s2/t7,120.86199950720406
5050,2973743,13,s1/t8,47.46436044620364
5051,2973803,22,s2/t8,47.46436044620364
5052,2974236,14,s1/t9,
5053,2974255,23,s2/t9,
5054,2974266,49,,
5055,2976645,48,,
5056,2976694,5,,
5057,2976762,4,,
5058,2980558,6,s1/t1,45.34499959174975
5059,2980624,15,s2/t1,45.34499959174975
5060,2981066,16,s2/t2,9.240064639784382
5061,2981079,7,s1/t2,9.240064639784382
5062,2981546,17,s2/t3,8.57175087424639
5063,2981558,8,s1/t3,8.57175087424639
5064,2982025,9,s1/t4,8.62284003593723
5065,2982036,18,s2/t4,8.62284003593723
5066,2982475,19,s2/t5,8.674778385247919
5067,2982486,10,s1/t5,8.674778385247919
5068,2982930,20,s2/t6,16.170387129581144
5069,2982952,11,s1/t6,16.170387129581144
5070,2983393,21,s2/t7,44.90421248680849
5071,2983449,12,s1/t7,44.90421248680849
5072,2983852,22,s2/t8,39.03091622286638
5073,2983900,13,s1/t8,39.03091622286638
5074,2984328,23,s2/t9,
5075,2984345,14,s1/t9,
5076,2984355,49,,
5077,2986730,48,,
5078,2986779,5,,
5079,2986847,4,,
5080,2990472,15,s2/t1,128.50097107763358
5081,2990738,6,s1/t1,128.50097107763358
5082,2991188,7,s1/t2,21.6721378425373
5083,2991216,16,s2/t2,21.6721378425373
5084,2991652,8,s1/t3,27.617184482968412
5085,2991687,17,s2/t3,27.617184482968412
5086,2992102,9,s1/t4,37.50464937954274
5087,2992149,18,s2/t4,37.50464937954274
5088,2992535,10,s1/t5,53.551458660869905
5089,2992601,19,s2/t5,53.551458660869905
5090,2992981,11,s1/t6,51.05561564951282
5091,2993041,20,s2/t6,51.05561564951282
5092,2993461,21,s2/t7,8.370946005824491
5093,2993472,12,s1/t7,8.370946005824491
5094,2993926,13,s1/t8,11.562796949961779
5095,2993940,22,s2/t8,11.562796949961779
5096,2994347,14,s1/t9,
5097,2994383,23,s2/t9,
5098,2994394,49,,
5099,2997294,48,,
5100,2997342,4,,
5101,2997478,5,,
5102,3000788,15,s2/t1,140.2022237077257
5103,3001061,6,s1/t1,140.2022237077257
5104,3001387,16,s2/t2,98.21498657810587
5105,3001508,7,s1/t2,98.21498657810587
5106,3001955,8,s1/t3,47.547841383195454
5107,3002017,17,s2/t3,47.547841383195454
5108,3002429,9,s1/t4,80.50809553627289
5109,3002548,18,s2/t4,80.50809553627289
5110,3002961,10,s1/t5,34.20665852509586
5111,3003005,19,s2/t5,34.20665852509586
5112,3003429,11,s1/t6,53.338737669492104
5113,3003493,20,s2/t6,53.338737669492104
5114,3003865,12,s1/t7,36.96332700045386
5115,3003910,21,s2/t7,36.96332700045386
5116,3004308,13,s1/t8,27.05323025598531
5117,3004341,22,s2/t8,27.05323025598531
5118,3004757,14,s1/t9,
5119,3004806,23,s2/t9,
5120,3004817,49,,
5121,3007191,48,,
5122,3007239,4,,
5123,3007325,5,,
5124,3011452,6,s1/t1,93.09683269435669
5125,3011571,15,s2/t1,93.09683269435669
5126,3011964,7,s1/t2,56.71039662361028
5127,3012031,16,s2/t2,56.71039662361028
5128,3012419,8,s1/t3,30.33586207533625
5129,3012457,17,s2/t3,30.33586207533625
5130,3012871,9,s1/t4,25.82584152682384
5131,3012906,18,s2/t4,25.82584152682384
5132,3013310,10,s1/t5,63.30632797151614
5133,3013388,19,s2/t5,63.30632797151614
5134,3013797,11,s1/t6,12.043236484627727
5135,3013831,20,s2/t6,12.043236484627727
5136,3014680,12,s1/t7,134.03138463927678
5137,3014846,21,s2/t7,134.03138463927678
5138,3015227,13,s1/t8,56.307660511814184
5139,3015292,22,s2/t8,56.307660511814184
5140,3015710,23,s2/t9,
5141,3015724,14,s1/t9,
5142,3015735,49,,
5143,3018367,48,,
5144,3018416,5,,
5145,3018552,4,,
5146,3022304,15,s2/t1,152.4453032408789
5147,3022568,6,s1/t1,152.4453032408789
5148,3023027,7,s1/t2,51.95571388421138
5149,3023100,16,s2/t2,51.95571388421138
5150,3023535,8,s1/t3,33.90340391472631
5151,3023579,17,s2/t3,33.90340391472631
5152,3024003,9,s1/t4,26.5696938783355
5153,3024035,18,s2/t4,26.5696938783355
5154,3024447,10,s1/t5,29.50797718364629
5155,3024485,19,s2/t5,29.50797718364629
5156,3024902,20,s2/t6,9.360328192661255
5157,3024913,11,s1/t6,9.360328192661255
5158,3025337,12,s1/t7,9.434403660228156
5159,3025348,21,s2/t7,9.434403660228156
5160,3025761,13,s1/t8,9.17753920703953
5161,3025772,22,s2/t8,9.17753920703953
5162,3026161,23,s2/t9,
5163,3026195,14,s1/t9,
5164,3026205,49,,
5165,3029102,48,,
5166,3029150,5,,
5167,3029218,4,,
5168,3032609,6,s1/t1,172.36426697496518
5169,3032840,15,s2/t1,172.36426697496518
5170,3033323,16,s2/t2,73.049912206847
5171,3033418,7,s1/t2,73.049912206847
5172,3033791,17,s2/t3,59.2774123371135
5173,3033873,8,s1/t3,59.2774123371135
5174,3034278,9,s1/t4,9.726606140767672
5175,3034290,18,s2/t4,9.726606140767672
5176,3034708,19,s2/t5,13.511490841127909
5177,3034724,10,s1/t5,13.511490841127909
5178,3035137,20,s2/t6,17.167903448425275
5179,3035157,11,s1/t6,17.167903448425275
5180,3035545,21,s2/t7,16.826910883209134
5181,3035565,12,s1/t7,16.826910883209134
5182,3035963,22,s2/t8,5.8304521213498495
5183,3035979,13,s1/t8,5.8304521213498495
5184,3036966,23,s2/t9,
5185,3036991,14,s1/t9,
5186,3037002,49,,
5187,3039904,48,,
5188,3039952,5,,
5189,3040089,4,,
5190,3043532,15,s2/t1,133.10857019424458
5191,3043834,6,s1/t1,133.10857019424458
5192,3044059,16,s2/t2,154.22385288851254
5193,3044313,7,s1/t2,154.22385288851254
5194,3044730,17,s2/t3,20.66440328873557
5195,3044757,8,s1/t3,20.66440328873557
5196,3045213,18,s2/t4,8.963193740847034
5197,3045224,9,s1/t4,8.963193740847034
5198,3045647,19,s2/t5,10.559047910638327
5199,3045661,10,s1/t5,10.559047910638327
5200,3046111,20,s2/t6,10.854667182877504
5201,3046124,11,s1/t6,10.854667182877504
5202,3046555,12,s1/t7,13.460473311201413
5203,3046572,21,s2/t7,13.460473311201413
5204,3047017,13,s1/t8,8.935713258441325
5205,3047028,22,s2/t8,8.935713258441325
5206,3047460,23,s2/t9,
5207,3047476,14,s1/t9,
5208,3047487,49,,
5209,3050382,48,,
5210,3050430,4,,
5211,3050515,5,,
5212,3053749,6,s1/t1,139.68229905002667
5213,3053951,15,s2/t1,139.68229905002667
5214,3054459,7,s1/t2,11.043736576945093
5215,3054472,16,s2/t2,11.043736576945093
5216,3054881,8,s1/t3,22.865962588622466
5217,3054910,17,s2/t3,22.865962588622466
5218,3055331,9,s1/t4,32.43665920600205
5219,3055367,18,s2/t4,32.43665920600205
5220,3055772,19,s2/t5,12.566675594538765
5221,3055788,10,s1/t5,12.566675594538765
5222,3056217,20,s2/t6,20.25209207105948
5223,3056240,11,s1/t6,20.25209207105948
5224,3056633,21,s2/t7,32.13613128440673
5225,3056675,12,s1/t7,32.13613128440673
5226,3057085,13,s1/t8,9.02245639933679
5227,3057096,22,s2/t8,9.02245639933679
5228,3057550,23,s2/t9,
5229,3057945,14,s1/t9,
5230,3057955,49,,
5231,3060330,48,,
5232,3060379,4,,
5233,3060447,5,,
5234,3064529,6,s1/t1,129.80501177726106
5235,3064802,15,s2/t1,129.80501177726106
5236,3065288,7,s1/t2,12.708101644744374
5237,3065303,16,s2/t2,12.708101644744374
5238,3065725,8,s1/t3,13.384871254701608
5239,3065741,17,s2/t3,13.384871254701608
5240,3066154,9,s1/t4,26.39830818999283
5241,3066185,18,s2/t4,26.39830818999283
5242,3066575,10,s1/t5,23.695925232565397
5243,3066605,19,s2/t5,23.695925232565397
5244,3067031,11,s1/t6,10.326246168628868
5245,3067044,20,s2/t6,10.326246168628868
5246,3067469,12,s1/t7,10.919704261111915
5247,3067495,21,s2/t7,10.919704261111915
5248,3068354,13,s1/t8,34.212084958248425
5249,3068397,22,s2/t8,34.212084958248425
5250,3068813,14,s1/t9,
5251,3068862,23,s2/t9,
5252,3068872,49,,
5253,3071508,48,,
5254,3071556,4,,
5255,3071641,5,,
5256,3075638,6,s1/t1,141.5933750988327
5257,3075924,15,s2/t1,141.5933750988327
5258,3076397,16,s2/t2,32.34479636406863
5259,3076440,7,s1/t2,32.34479636406863
5260,3076839,8,s1/t3,32.20451302497568
5261,3076879,17,s2/t3,32.20451302497568
5262,3077282,9,s1/t4,17.5576027691273
5263,3077327,18,s2/t4,17.5576027691273
5264,3077704,10,s1/t5,119.3852417766214
5265,3078152,11,s1/t6,45.465067924621394
5266,3078246,19,s2/t5,119.3852417766214
5267,3078654,20,s2/t6,45.465067924621394
5268,3078665,12,s1/t7,13.63842535558291
5269,3079099,21,s2/t7,13.63842535558291
5270,3079145,13,s1/t8,77.47731688842055
5271,3079518,22,s2/t8,77.47731688842055
5272,3079591,14,s1/t9,
5273,3079992,23,s2/t9,
5274,3080003,49,,
5275,3082378,48,,
5276,3082426,4,,
5277,3082494,5,,
5278,3086345,15,s2/t1,35.32004874828027
5279,3086394,6,s1/t1,35.32004874828027
5280,3086827,16,s2/t2,63.21863046713102
5281,3086897,7,s1/t2,63.21863046713102
5282,3087273,17,s2/t3,21.370968698377734
5283,3087299,8,s1/t3,21.370968698377734
5284,3087705,18,s2/t4,21.38093825518948
5285,3087731,9,s1/t4,21.38093825518948
5286,3088136,19,s2/t5,31.273496601271233
5287,3088174,10,s1/t5,31.273496601271233
5288,3088560,20,s2/t6,44.75836151179053
5289,3088613,11,s1/t6,44.75836151179053
5290,3088994,21,s2/t7,37.96999065023185
5291,3089041,12,s1/t7,37.96999065023185
5292,3089446,22,s2/t8,34.832494503999726
5293,3089485,13,s1/t8,34.832494503999726
5294,3089868,23,s2/t9,
5295,3089896,14,s1/t9,
5296,3089907,49,,
5297,3092548,48,,
5298,3092597,5,,
5299,3092665,4,,
5300,3096226,15,s2/t1,121.26843693094408
5301,3096508,6,s1/t1,121.26843693094408
5302,3096944,7,s1/t2,100.75545292616377
5303,3097063,16,s2/t2,100.75545292616377
5304,3097460,8,s1/t3,20.265406601290863
5305,3097484,17,s2/t3,20.265406601290863
5306,3097892,9,s1/t4,15.62928425428683
5307,3097912,18,s2/t4,15.62928425428683
5308,3098324,10,s1/t5,34.06234747363282
5309,3098363,19,s2/t5,34.06234747363282
5310,3098755,11,s1/t6,18.305217916862546
5311,3098777,20,s2/t6,18.305217916862546
5312,3099181,12,s1/t7,28.914684250326328
5313,3099213,21,s2/t7,28.914684250326328
5314,3099608,13,s1/t8,9.332770216593874
5315,3099619,22,s2/t8,9.332770216593874
5316,3100012,14,s1/t9,
5317,3100041,23,s2/t9,
5318,3100052,49,,
5319,3102941,48,,
5320,3102989,5,,
5321,3103074,4,,
5322,3106294,15,s2/t1,152.27342071213758
5323,3106553,6,s1/t1,152.27342071213758
5324,3107002,7,s1/t2,65.50769002934756
5325,3107097,16,s2/t2,65.50769002934756
5326,3107501,17,s2/t3,16.904844934146126
5327,3107523,8,s1/t3,16.904844934146126
5328,3107925,18,s2/t4,52.47437527365573
5329,3107986,9,s1/t4,52.47437527365573
5330,3108382,19,s2/t5,16.81593463765347
5331,3108402,10,s1/t5,16.81593463765347
5332,3108806,20,s2/t6,20.587902298750013
5333,3108831,11,s1/t6,20.587902298750013
5334,3109223,21,s2/t7,26.664772249924713
5335,3109252,12,s1/t7,26.664772249924713
5336,3109647,13,s1/t8,3.9047565082361184
5337,3109666,22,s2/t8,3.9047565082361184
5338,3110097,23,s2/t9,
5339,3111349,14,s1/t9,
5340,3111360,49,,
5341,3113741,48,,
5342,3113790,5,,
5343,3113875,4,,
5344,3117467,6,s1/t1,12.577139798905703
5345,3117484,15,s2/t1,12.577139798905703
5346,3117964,16,s2/t2,13.460418639845727
5347,3117980,7,s1/t2,13.460418639845727
5348,3118402,17,s2/t3,26.578046237141727
5349,3118434,8,s1/t3,26.578046237141727
5350,3118831,18,s2/t4,43.84037351208232
5351,3118884,9,s1/t4,43.84037351208232
5352,3119265,19,s2/t5,51.80785077953931
5353,3119332,10,s1/t5,51.80785077953931
5354,3119731,20,s2/t6,53.015955268415325
5355,3119796,11,s1/t6,53.015955268415325
5356,3120169,21,s2/t7,36.09267423741048
5357,3120217,12,s1/t7,36.09267423741048
5358,3120622,13,s1/t8,21.575403828834933
5359,3120647,22,s2/t8,21.575403828834933
5360,3121063,23,s2/t9,
5361,3121094,14,s1/t9,
5362,3121104,49,,
5363,3123999,48,,
5364,3124047,5,,
5365,3124183,4,,
5366,3128289,15,s2/t1,31.72571229939552
5367,3128328,6,s1/t1,31.72571229939552
5368,3128766,7,s1/t2,10.492585128687864
5369,3128778,16,s2/t2,10.492585128687864
5370,3129198,8,s1/t3,12.205571676352832
5371,3129212,17,s2/t3,12.205571676352832
5372,3129614,9,s1/t4,20.758017214317164
5373,3129637,18,s2/t4,20.758017214317164
5374,3130023,10,s1/t5,44.402728820085315
5375,3130076,19,s2/t5,44.402728820085315
5376,3130451,11,s1/t6,40.48264912678604
5377,3130499,20,s2/t6,40.48264912678604
5378,3130871,12,s1/t7,30.280449396272846
5379,3130907,21,s2/t7,30.280449396272846
5380,3131295,13,s1/t8,36.889587566587956
5381,3131339,22,s2/t8,36.889587566587956
5382,3131722,14,s1/t9,
5383,3131737,23,s2/t9,
5384,3131747,49,,
5385,3134135,48,,
5386,3134183,5,,
5387,3134251,4,,
5388,3137912,15,s2/t1,116.66853430609987
5389,3138137,6,s1/t1,116.66853430609987
5390,3138564,7,s1/t2,39.636437592488534
5391,3138607,16,s2/t2,39.636437592488534
5392,3138998,17,s2/t3,9.81998649986184
5393,3139009,8,s1/t3,9.81998649986184
5394,3139403,9,s1/t4,10.413976678118845
5395,3139417,18,s2/t4,10.413976678118845
5396,3139846,10,s1/t5,38.10425077178817
5397,3139886,19,s2/t5,38.10425077178817
5398,3140245,11,s1/t6,9.748154376401317
5399,3140256,20,s2/t6,9.748154376401317
5400,3140660,21,s2/t7,14.655337028667901
5401,3140675,12,s1/t7,14.655337028667901
5402,3141043,22,s2/t8,39.638945010321116
5403,3141088,13,s1/t8,39.638945010321116
5404,3141456,23,s2/t9,
5405,3141480,14,s1/t9,
5406,3141491,49,,
5407,3143879,48,,
5408,3143927,4,,
5409,3144012,5,,
5410,3147402,15,s2/t1,157.1640677051983
5411,3147646,6,s1/t1,157.1640677051983
5412,3148079,7,s1/t2,22.22936714750313
5413,3148105,16,s2/t2,22.22936714750313
5414,3148501,8,s1/t3,33.923777602732116
5415,3148540,17,s2/t3,33.923777602732116
5416,3148916,9,s1/t4,55.538363311511404
5417,3148981,18,s2/t4,55.538363311511404
5418,3149337,10,s1/t5,43.74732192533247
5419,3149390,19,s2/t5,43.74732192533247
5420,3149769,11,s1/t6,18.47664669838531
5421,3149791,20,s2/t6,18.47664669838531
5422,3150197,12,s1/t7,9.235461346519344
5423,3150208,21,s2/t7,9.235461346519344
5424,3150624,13,s1/t8,10.461872537998003
5425,3150635,22,s2/t8,10.461872537998003
5426,3151005,14,s1/t9,
5427,3151027,23,s2/t9,
5428,3151038,49,,
5429,3153930,48,,
5430,3153978,4,,
5431,3154064,5,,
5432,3157240,6,s1/t1,169.81434488236138
5433,3157446,15,s2/t1,169.81434488236138
5434,3157864,7,s1/t2,16.413602500128267
5435,3157882,16,s2/t2,16.413602500128267
5436,3158273,8,s1/t3,9.671261549071632
5437,3158284,17,s2/t3,9.671261549071632
5438,3158669,9,s1/t4,21.03920287240547
5439,3158692,18,s2/t4,21.03920287240547
5440,3159049,10,s1/t5,26.531573276446835
5441,3159079,19,s2/t5,26.531573276446835
5442,3159459,11,s1/t6,23.372260119302553
5443,3159484,20,s2/t6,23.372260119302553
5444,3159845,12,s1/t7,12.762849022792325
5445,3159858,21,s2/t7,12.762849022792325
5446,3160243,22,s2/t8,12.297978723206596
5447,3160257,13,s1/t8,12.297978723206596
5448,3160639,23,s2/t9,
5449,3160656,14,s1/t9,
5450,3160666,49,,
5451,3163555,48,,
5452,3163603,5,,
5453,3163739,4,,
5454,3167212,6,s1/t1,114.63349741095749
5455,3167416,15,s2/t1,114.63349741095749
5456,3167851,7,s1/t2,10.143851370840707
5457,3167863,16,s2/t2,10.143851370840707
5458,3168248,8,s1/t3,39.4008535091055
5459,3168293,17,s2/t3,39.4008535091055
5460,3168664,9,s1/t4,14.418326431575766
5461,3168680,18,s2/t4,14.418326431575766
5462,3169076,10,s1/t5,10.818633594733457
5463,3169089,19,s2/t5,10.818633594733457
5464,3169500,20,s2/t6,9.820712670003386
5465,3169511,11,s1/t6,9.820712670003386
5466,3169916,12,s1/t7,9.6626599178272
5467,3169927,21,s2/t7,9.6626599178272
5468,3170323,13,s1/t8,9.755933381103546
5469,3170334,22,s2/t8,9.755933381103546
5470,3170710,23,s2/t9,
5471,3170727,14,s1/t9,
5472,3170737,49,,
5473,3173128,48,,
5474,3173176,5,,
5475,3173312,4,,
5476,3176499,15,s2/t1,10.988215971665568
5477,3176512,6,s1/t1,10.988215971665568
5478,3176935,16,s2/t2,47.856300872696465
5479,3176990,7,s1/t2,47.856300872696465
5480,3177350,17,s2/t3,14.719280939800882
5481,3177367,8,s1/t3,14.719280939800882
5482,3177774,18,s2/t4,14.45166322362772
5483,3177791,9,s1/t4,14.45166322362772
5484,3178179,19,s2/t5,10.230700119545276
5485,3178190,10,s1/t5,10.230700119545276
5486,3178573,20,s2/t6,34.68510624308243
5487,3178610,11,s1/t6,34.68510624308243
5488,3178952,21,s2/t7,36.24074385598044
5489,3178992,12,s1/t7,36.24074385598044
5490,3179345,22,s2/t8,32.66300128753818
5491,3179383,13,s1/t8,32.66300128753818
5492,3179758,23,s2/t9,
5493,3179782,14,s1/t9,
5494,3179792,49,,
5495,3182172,48,,
5496,3182220,5,,
5497,3182305,4,,
5498,3185963,6,s1/t1,146.8719671280804
5499,3186260,15,s2/t1,146.8719671280804
5500,3186678,16,s2/t2,9.950679982316757
5501,3186690,7,s1/t2,9.950679982316757
5502,3187073,17,s2/t3,22.69987810657713
5503,3187099,8,s1/t3,22.69987810657713
5504,3187507,18,s2/t4,10.173981173093807
5505,3187518,9,s1/t4,10.173981173093807
5506,3187888,19,s2/t5,28.026724714935174
5507,3187919,10,s1/t5,28.026724714935174
5508,3188312,20,s2/t6,11.206487697125935
5509,3188324,11,s1/t6,11.206487697125935
5510,3188696,21,s2/t7,21.648992290491123
5511,3188721,12,s1/t7,21.648992290491123
5512,3189080,22,s2/t8,45.451822677322035
5513,3189128,13,s1/t8,45.451822677322035
5514,3189479,23,s2/t9,
5515,3189507,14,s1/t9,
5516,3189518,49,,
5517,3191898,48,,
5518,3191947,4,,
5519,3192084,5,,
5520,3195384,6,s1/t1,10.90032218711076
5521,3195396,15,s2/t1,10.90032218711076
5522,3195798,16,s2/t2,33.65398459132868
5523,3195839,7,s1/t2,33.65398459132868
5524,3196224,8,s1/t3,9.65007472631106
5525,3196236,17,s2/t3,9.65007472631106
5526,3196656,9,s1/t4,7.895570205370093
5527,3196667,18,s2/t4,7.895570205370093
5528,3197043,10,s1/t5,124.67998872679847
5529,3197175,19,s2/t5,124.67998872679847
5530,3197454,11,s1/t6,91.59917333093719
5531,3197557,20,s2/t6,91.59917333093719
5532,3197965,21,s2/t7,15.798032700916364
5533,3197984,12,s1/t7,15.798032700916364
5534,3198404,22,s2/t8,9.121162609301793
5535,3198415,13,s1/t8,9.121162609301793
5536,3198824,14,s1/t9,
5537,3198850,23,s2/t9,
5538,3198860,49,,
5539,3201249,44,,
5540,3206555,33,,
5541,3206640,3,,
5542,3207675,48,,
5543,3207715,5,,
5544,3207783,4,,
5545,3211231,6,s1/t1,118.50433993952733
5546,3211408,15,s2/t1,118.50433993952733
5547,3211770,7,s1/t2,63.05183970178611
5548,3211853,16,s2/t2,63.05183970178611
5549,3212233,17,s2/t3,9.765479103968346
5550,3212244,8,s1/t3,9.765479103968346
5551,3212647,18,s2/t4,9.899138267541618
5552,3212658,9,s1/t4,9.899138267541618
5553,3213058,19,s2/t5,10.133170572037072
5554,3213070,10,s1/t5,10.133170572037072
5555,3213466,11,s1/t6,9.49252772418984
5556,3213478,20,s2/t6,9.49252772418984
5557,3213879,21,s2/t7,9.794692183054623
5558,3213890,12,s1/t7,9.794692183054623
5559,3214278,22,s2/t8,15.803729087851709
5560,3214295,13,s1/t8,15.803729087851709
5561,3214678,23,s2/t9,
5562,3214689,14,s1/t9,
5563,3214700,49,,
5564,3217343,48,,
5565,3217390,4,,
5566,3217476,5,,
5567,3221007,15,s2/t1,131.4514497460417
5568,3221269,6,s1/t1,131.4514497460417
5569,3221420,16,s2/t2,149.55728571953816
5570,3221676,7,s1/t2,149.55728571953816
5571,3221858,17,s2/t3,139.9325799065358
5572,3222125,8,s1/t3,139.9325799065358
5573,3222295,18,s2/t4,75.89844218686095
5574,3222676,9,s1/t4,75.89844218686095
5575,3222778,19,s2/t5,46.328621815088866
5576,3223149,10,s1/t5,46.328621815088866
5577,3223204,20,s2/t6,56.06187873512454
5578,3223553,11,s1/t6,56.06187873512454
5579,3223617,21,s2/t7,71.67989699978261
5580,3223989,12,s1/t7,71.67989699978261
5581,3224082,22,s2/t8,63.95104263011911
5582,3224464,13,s1/t8,63.95104263011911
5583,3224547,23,s2/t9,
5584,3224887,14,s1/t9,
5585,3224898,49,,
5586,3227786,48,,
5587,3227834,5,,
5588,3227953,4,,
5589,3231263,15,s2/t1,45.34638702329505
5590,3231321,6,s1/t1,45.34638702329505
5591,3231752,16,s2/t2,30.79090275592111
5592,3231782,7,s1/t2,30.79090275592111
5593,3232138,8,s1/t3,36.07604997344915
5594,3232180,17,s2/t3,36.07604997344915
5595,3232560,9,s1/t4,32.260437819620016
5596,3232597,18,s2/t4,32.260437819620016
5597,3232973,10,s1/t5,33.521995178530524
5598,3233011,19,s2/t5,33.521995178530524
5599,3233380,11,s1/t6,30.932405594915853
5600,3233414,20,s2/t6,30.932405594915853
5601,3233774,12,s1/t7,49.5132709536875
5602,3233828,21,s2/t7,49.5132709536875
5603,3234167,13,s1/t8,42.12278833604125
5604,3234211,22,s2/t8,42.12278833604125
5605,3234549,14,s1/t9,
5606,3234612,23,s2/t9,
5607,3234622,49,,
5608,3237001,48,,
5609,3237049,4,,
5610,3237134,5,,
5611,3240681,15,s2/t1,82.251025020322
